"Intensity","ProteinGroup","external_gene_name","description"
829.627014160156,"Q6ZU67","BEND4","BEN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23815]"
661.550598144531,"Q6ZU69_REVERSED",NA,NA
661.550598144531,"Q6ZU69","SPATA31F1","SPATA31 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:41911]"
547.498779296875,"Q6ZU80_REVERSED",NA,NA
679.558776855469,"Q6ZUA9_REVERSED",NA,NA
655.5478515625,"Q6ZUA9","MROH5","maestro heat like repeat family member 5 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:42976]"
613.528747558594,"Q6ZUB0","SPATA31D4","SPATA31 subfamily D member 4 [Source:HGNC Symbol;Acc:HGNC:38601]"
847.635192871094,"Q6ZUB1","SPATA31E1","SPATA31 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:26672]"
625.534220377604,"Q6ZUT1_REVERSED",NA,NA
673.556030273438,"Q6ZUT1","NKAPD1","NKAP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25569]"
883.651550292969,"Q6ZUT3_REVERSED",NA,NA
481.46875,"Q6ZUT4",NA,NA
568.50830078125,"Q6ZV29_REVERSED",NA,NA
568.50830078125,"Q6ZV29","PNPLA7","patatin like phospholipase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:24768]"
715.575134277344,"Q6ZV50_REVERSED",NA,NA
715.575134277344,"Q6ZV50","RFX8","regulatory factor X8 [Source:HGNC Symbol;Acc:HGNC:37253]"
505.479644775391,"Q6ZV65_REVERSED",NA,NA
505.479644775391,"Q6ZV65","FAM47E","family with sequence similarity 47 member E [Source:HGNC Symbol;Acc:HGNC:34343]"
550.500793457031,"Q6ZV73_REVERSED",NA,NA
631.536956787109,"Q6ZV73","FGD6","FYVE, RhoGEF and PH domain containing 6 [Source:HGNC Symbol;Acc:HGNC:21740]"
409.436004638672,"Q6ZVD7_REVERSED",NA,NA
685.5615234375,"Q6ZVD8","PHLPP2","PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:29149]"
787.60791015625,"Q6ZVF9_REVERSED",NA,NA
685.5615234375,"Q6ZVH7_REVERSED",NA,NA
685.5615234375,"Q6ZVL6_REVERSED",NA,NA
835.629699707031,"Q6ZVT6","CFAP20DC","CFAP20 domain containing [Source:HGNC Symbol;Acc:HGNC:24763]"
751.591491699219,"Q6ZWB6_REVERSED",NA,NA
637.539672851562,"Q6ZWJ1","STXBP4","syntaxin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19694]"
403.434631347656,"Q6ZWJ8_REVERSED",NA,NA
403.434631347656,"Q6ZWJ8","KCP","kielin cysteine rich BMP regulator [Source:HGNC Symbol;Acc:HGNC:17585]"
487.471466064453,"Q6ZXV5_REVERSED",NA,NA
967.689758300781,"Q701N2_REVERSED",NA,NA
943.678833007812,"Q701N2","KRTAP5-5","keratin associated protein 5-5 [Source:HGNC Symbol;Acc:HGNC:23601]"
607.526062011719,"Q702N8","XIRP1","xin actin binding repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14301]"
601.523295084635,"Q709C8_REVERSED",NA,NA
583.515116373698,"Q709C8","VPS13C","vacuolar protein sorting 13 homolog C [Source:HGNC Symbol;Acc:HGNC:23594]"
877.648803710938,"Q709F0_REVERSED",NA,NA
877.648803710938,"Q709F0","ACAD11","acyl-CoA dehydrogenase family member 11 [Source:HGNC Symbol;Acc:HGNC:30211]"
613.528760637556,"Q70CQ2_REVERSED",NA,NA
642.041725158691,"Q70CQ2","USP34","ubiquitin specific peptidase 34 [Source:HGNC Symbol;Acc:HGNC:20066]"
799.613342285156,"Q70CQ4_REVERSED",NA,NA
838.631072998047,"Q70CQ4","USP31","ubiquitin specific peptidase 31 [Source:HGNC Symbol;Acc:HGNC:20060]"
661.550598144531,"Q70E73","RAPH1","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]"
502.478302001953,"Q70EL1_REVERSED",NA,NA
517.485127766927,"Q70EL1","USP54","ubiquitin specific peptidase 54 [Source:HGNC Symbol;Acc:HGNC:23513]"
622.532852172852,"Q70EL2_REVERSED",NA,NA
421.441436767578,"Q70EL2","USP45","ubiquitin specific peptidase 45 [Source:HGNC Symbol;Acc:HGNC:20080]"
775.602416992188,"Q70EL4_REVERSED",NA,NA
739.586059570312,"Q70EL4","USP43","ubiquitin specific peptidase 43 [Source:HGNC Symbol;Acc:HGNC:20072]"
511.482391357422,"Q70J99_REVERSED",NA,NA
715.575134277344,"Q70JA7_REVERSED",NA,NA
709.572448730469,"Q70Z35_REVERSED",NA,NA
711.57334391276,"Q70Z35","PREX2","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:22950]"
517.485107421875,"Q70Z53_REVERSED",NA,NA
688.562866210938,"Q711Q0_REVERSED",NA,NA
565.50693766276,"Q711Q0","C10orf71","chromosome 10 open reading frame 71 [Source:HGNC Symbol;Acc:HGNC:26973]"
625.534225463867,"Q71F56_REVERSED",NA,NA
736.584716796875,"Q71F56","MED13L","mediator complex subunit 13L [Source:HGNC Symbol;Acc:HGNC:22962]"
625.534240722656,"Q71F78_REVERSED",NA,NA
625.534240722656,"Q71F78",NA,NA
700.568328857422,"Q71H61_REVERSED",NA,NA
699.56787109375,"Q71H61","ILDR2","immunoglobulin like domain containing receptor 2 [Source:HGNC Symbol;Acc:HGNC:18131]"
541.496032714844,"Q71RS6_REVERSED",NA,NA
604.524688720703,"Q71RS6","SLC24A5","solute carrier family 24 member 5 [Source:HGNC Symbol;Acc:HGNC:20611]"
427.444183349609,"Q75N03_REVERSED",NA,NA
601.523315429688,"Q75N03","CBLL1","Cbl proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:21225]"
520.486480712891,"Q75N90_REVERSED",NA,NA
500.977607727051,"Q75N90","FBN3","fibrillin 3 [Source:HGNC Symbol;Acc:HGNC:18794]"
529.490570068359,"Q75T13_REVERSED",NA,NA
543.496927897135,"Q75T13","PGAP1","post-GPI attachment to proteins inositol deacylase 1 [Source:HGNC Symbol;Acc:HGNC:25712]"
667.553314208984,"Q75V66","ANO5","anoctamin 5 [Source:HGNC Symbol;Acc:HGNC:27337]"
610.527404785156,"Q765P7_REVERSED",NA,NA
595.520568847656,"Q765P7","MTSS2","MTSS I-BAR domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25094]"
667.553344726562,"Q76B58_REVERSED",NA,NA
667.553344726562,"Q76B58","BRINP3","BMP/retinoic acid inducible neural specific 3 [Source:HGNC Symbol;Acc:HGNC:22393]"
583.51513671875,"Q76FK4_REVERSED",NA,NA
676.557403564453,"Q76FK4","NOL8","nucleolar protein 8 [Source:HGNC Symbol;Acc:HGNC:23387]"
721.577880859375,"Q76G19_REVERSED",NA,NA
415.438720703125,"Q76KD6_REVERSED",NA,NA
415.438720703125,"Q76KD6","SPATC1","spermatogenesis and centriole associated 1 [Source:HGNC Symbol;Acc:HGNC:30510]"
559.504211425781,"Q76KP1_REVERSED",NA,NA
559.504211425781,"Q76KP1","B4GALNT4","beta-1,4-N-acetyl-galactosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:26315]"
739.586059570312,"Q76L83_REVERSED",NA,NA
817.621520996094,"Q76LX8_REVERSED",NA,NA
781.605163574219,"Q76LX8","ADAMTS13","ADAM metallopeptidase with thrombospondin type 1 motif 13 [Source:HGNC Symbol;Acc:HGNC:1366]"
721.577880859375,"Q76M96","CCDC80","coiled-coil domain containing 80 [Source:HGNC Symbol;Acc:HGNC:30649]"
811.618835449219,"Q76N32","CEP68","centrosomal protein 68 [Source:HGNC Symbol;Acc:HGNC:29076]"
611.527852376302,"Q7KZ85_REVERSED",NA,NA
611.527852376302,"Q7KZ85","SUPT6H","SPT6 homolog, histone chaperone and transcription elongation factor [Source:HGNC Symbol;Acc:HGNC:11470]"
841.632446289062,"Q7KZI7","MARK2","microtubule affinity regulating kinase 2 [Source:HGNC Symbol;Acc:HGNC:3332]"
517.485107421875,"Q7KZN9","COX15","cytochrome c oxidase assembly homolog COX15 [Source:HGNC Symbol;Acc:HGNC:2263]"
731.1822265625,"Q7L014_REVERSED",NA,NA
681.55967203776,"Q7L014","DDX46","DEAD-box helicase 46 [Source:HGNC Symbol;Acc:HGNC:18681]"
757.59423828125,"Q7L099_REVERSED",NA,NA
757.59423828125,"Q7L099","RUFY3","RUN and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30285]"
463.460540771484,"Q7L0X0_REVERSED",NA,NA
463.460540771484,"Q7L0X0","TRIL","TLR4 interactor with leucine rich repeats [Source:HGNC Symbol;Acc:HGNC:22200]"
571.509643554688,"Q7L0X2_REVERSED",NA,NA
571.509643554688,"Q7L0X2","ERICH6","glutamate rich 6 [Source:HGNC Symbol;Acc:HGNC:28602]"
643.542419433594,"Q7L0Y3_REVERSED",NA,NA
643.542419433594,"Q7L0Y3","TRMT10C","tRNA methyltransferase 10C, mitochondrial RNase P subunit [Source:HGNC Symbol;Acc:HGNC:26022]"
559.504211425781,"Q7L1I2","SV2B","synaptic vesicle glycoprotein 2B [Source:HGNC Symbol;Acc:HGNC:16874]"
577.512390136719,"Q7L1V2","MON1B","MON1 homolog B, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:25020]"
499.476928710938,"Q7L1W4","LRRC8D","leucine rich repeat containing 8 VRAC subunit D [Source:HGNC Symbol;Acc:HGNC:16992]"
607.526062011719,"Q7L273","KCTD9","potassium channel tetramerization domain containing 9 [Source:HGNC Symbol;Acc:HGNC:22401]"
439.449645996094,"Q7L2J0_REVERSED",NA,NA
586.516479492188,"Q7L2R6_REVERSED",NA,NA
775.602416992188,"Q7L2R6","ZNF765","zinc finger protein 765 [Source:HGNC Symbol;Acc:HGNC:25092]"
493.474182128906,"Q7L311","ARMCX2","armadillo repeat containing X-linked 2 [Source:HGNC Symbol;Acc:HGNC:16869]"
487.471466064453,"Q7L3S4_REVERSED",NA,NA
487.471466064453,"Q7L3S4","ZNF771","zinc finger protein 771 [Source:HGNC Symbol;Acc:HGNC:29653]"
835.629699707031,"Q7L4E1","MIGA2","mitoguardin 2 [Source:HGNC Symbol;Acc:HGNC:23621]"
601.523315429688,"Q7L4I2","RSRC2","arginine and serine rich coiled-coil 2 [Source:HGNC Symbol;Acc:HGNC:30559]"
649.545166015625,"Q7L4S7_REVERSED",NA,NA
577.512390136719,"Q7L4S7","ARMCX6","armadillo repeat containing X-linked 6 [Source:HGNC Symbol;Acc:HGNC:26094]"
493.474884033203,"Q7L590","MCM10","minichromosome maintenance 10 replication initiation factor [Source:HGNC Symbol;Acc:HGNC:18043]"
745.588806152344,"Q7L591","DOK3","docking protein 3 [Source:HGNC Symbol;Acc:HGNC:24583]"
484.470108032227,"Q7L5D6_REVERSED",NA,NA
487.471466064453,"Q7L5D6","GET4","guided entry of tail-anchored proteins factor 4 [Source:HGNC Symbol;Acc:HGNC:21690]"
835.629699707031,"Q7L5Y1","ENOSF1","enolase superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:30365]"
553.50146484375,"Q7L5Y6_REVERSED",NA,NA
781.605133056641,"Q7L622","G2E3","G2/M-phase specific E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20338]"
421.441436767578,"Q7L775_REVERSED",NA,NA
421.441436767578,"Q7L775","EPM2AIP1","EPM2A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:19735]"
595.520568847656,"Q7L804_REVERSED",NA,NA
547.498748779297,"Q7L804","RAB11FIP2","RAB11 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29152]"
757.59423828125,"Q7L8S5_REVERSED",NA,NA
463.460540771484,"Q7L945_REVERSED",NA,NA
463.460540771484,"Q7L945","ZNF627","zinc finger protein 627 [Source:HGNC Symbol;Acc:HGNC:30570]"
721.577880859375,"Q7L985","LINGO2","leucine rich repeat and Ig domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21207]"
757.59423828125,"Q7LBC6_REVERSED",NA,NA
577.512400309245,"Q7LBC6","KDM3B","lysine demethylase 3B [Source:HGNC Symbol;Acc:HGNC:1337]"
691.564208984375,"Q7LBE3_REVERSED",NA,NA
631.536926269531,"Q7LBE3","SLC26A9","solute carrier family 26 member 9 [Source:HGNC Symbol;Acc:HGNC:14469]"
619.531494140625,"Q7LDG7_REVERSED",NA,NA
619.531494140625,"Q7LDG7","RASGRP2","RAS guanyl releasing protein 2 [Source:HGNC Symbol;Acc:HGNC:9879]"
457.457824707031,"Q7LFX5_REVERSED",NA,NA
622.532867431641,"Q7LFX5","CHST15","carbohydrate sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137]"
517.485107421875,"Q7LG56","RRM2B","ribonucleotide reductase regulatory TP53 inducible subunit M2B [Source:HGNC Symbol;Acc:HGNC:17296]"
715.575134277344,"Q7M4L6_REVERSED",NA,NA
505.479644775391,"Q7RTM1","OTOP1","otopetrin 1 [Source:HGNC Symbol;Acc:HGNC:19656]"
657.048561096191,"Q7RTP6_REVERSED",NA,NA
598.521942138672,"Q7RTP6","MICAL3","microtubule associated monooxygenase, calponin and LIM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24694]"
469.463287353516,"Q7RTR0_REVERSED",NA,NA
517.485107421875,"Q7RTR0","NLRP9","NLR family pyrin domain containing 9 [Source:HGNC Symbol;Acc:HGNC:22941]"
637.539672851562,"Q7RTS5","OTOP3","otopetrin 3 [Source:HGNC Symbol;Acc:HGNC:19658]"
655.5478515625,"Q7RTT5_REVERSED",NA,NA
409.436004638672,"Q7RTT9","SLC29A4","solute carrier family 29 member 4 [Source:HGNC Symbol;Acc:HGNC:23097]"
526.49055480957,"Q7RTU3_REVERSED",NA,NA
595.520568847656,"Q7RTU5_REVERSED",NA,NA
595.520568847656,"Q7RTU5",NA,NA
541.496032714844,"Q7RTV0_REVERSED",NA,NA
541.496032714844,"Q7RTV0","PHF5A","PHD finger protein 5A [Source:HGNC Symbol;Acc:HGNC:18000]"
748.590148925781,"Q7RTX1_REVERSED",NA,NA
748.590148925781,"Q7RTX1","TAS1R1","taste 1 receptor member 1 [Source:HGNC Symbol;Acc:HGNC:14448]"
565.506958007812,"Q7RTY7_REVERSED",NA,NA
607.526062011719,"Q7RTY9_REVERSED",NA,NA
769.599670410156,"Q7RTZ1_REVERSED",NA,NA
577.512390136719,"Q7Z2K8","GPRIN1","G protein regulated inducer of neurite outgrowth 1 [Source:HGNC Symbol;Acc:HGNC:24835]"
835.629699707031,"Q7Z2T5","TRMT1L","tRNA methyltransferase 1 like [Source:HGNC Symbol;Acc:HGNC:16782]"
495.475107828776,"Q7Z2W4_REVERSED",NA,NA
613.52875773112,"Q7Z2W4","ZC3HAV1","zinc finger CCCH-type containing, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]"
715.575134277344,"Q7Z2W7_REVERSED",NA,NA
715.575134277344,"Q7Z2W7","TRPM8","transient receptor potential cation channel subfamily M member 8 [Source:HGNC Symbol;Acc:HGNC:17961]"
835.629699707031,"Q7Z2X4_REVERSED",NA,NA
526.489898681641,"Q7Z2Y5","NRK","Nik related kinase [Source:HGNC Symbol;Acc:HGNC:25391]"
529.490570068359,"Q7Z2Y8_REVERSED",NA,NA
601.523315429688,"Q7Z2Y8",NA,NA
619.531494140625,"Q7Z2Z2_REVERSED",NA,NA
667.553344726562,"Q7Z304","MAMDC2","MAM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23673]"
535.493637084961,"Q7Z333_REVERSED",NA,NA
523.488301595052,"Q7Z333","SETX","senataxin [Source:HGNC Symbol;Acc:HGNC:445]"
655.5478515625,"Q7Z340_REVERSED",NA,NA
743.587870279948,"Q7Z340","ZNF551","zinc finger protein 551 [Source:HGNC Symbol;Acc:HGNC:25108]"
661.550598144531,"Q7Z392_REVERSED",NA,NA
745.58876546224,"Q7Z398_REVERSED",NA,NA
621.532389322917,"Q7Z398","ZNF550","zinc finger protein 550 [Source:HGNC Symbol;Acc:HGNC:28643]"
661.550598144531,"Q7Z3B1","NEGR1","neuronal growth regulator 1 [Source:HGNC Symbol;Acc:HGNC:17302]"
439.449645996094,"Q7Z3E2_REVERSED",NA,NA
481.46875,"Q7Z3E2","CCDC186","coiled-coil domain containing 186 [Source:HGNC Symbol;Acc:HGNC:24349]"
745.588806152344,"Q7Z3E5","ARMC9","armadillo repeat containing 9 [Source:HGNC Symbol;Acc:HGNC:20730]"
661.550598144531,"Q7Z3G6_REVERSED",NA,NA
729.081283569336,"Q7Z3G6","PRICKLE2","prickle planar cell polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:20340]"
535.493286132812,"Q7Z3H4","SAMD7","sterile alpha motif domain containing 7 [Source:HGNC Symbol;Acc:HGNC:25394]"
658.549224853516,"Q7Z3I7_REVERSED",NA,NA
665.552408854167,"Q7Z3I7","ZNF572","zinc finger protein 572 [Source:HGNC Symbol;Acc:HGNC:26758]"
523.487854003906,"Q7Z3J2","VPS35L","VPS35 endosomal protein sorting factor like [Source:HGNC Symbol;Acc:HGNC:24641]"
505.479644775391,"Q7Z3J3_REVERSED",NA,NA
505.479644775391,"Q7Z3J3","RGPD4","RANBP2 like and GRIP domain containing 4 [Source:HGNC Symbol;Acc:HGNC:32417]"
695.165869140625,"Q7Z3K3_REVERSED",NA,NA
627.535135904948,"Q7Z3K3","POGZ","pogo transposable element derived with ZNF domain [Source:HGNC Symbol;Acc:HGNC:18801]"
559.504211425781,"Q7Z3K6_REVERSED",NA,NA
559.504211425781,"Q7Z3K6","MIER3","MIER family member 3 [Source:HGNC Symbol;Acc:HGNC:26678]"
520.486465454102,"Q7Z3S7_REVERSED",NA,NA
589.517822265625,"Q7Z3U7_REVERSED",NA,NA
730.581939697266,"Q7Z3U7","MON2","MON2 homolog, regulator of endosome-to-Golgi trafficking [Source:HGNC Symbol;Acc:HGNC:29177]"
517.485107421875,"Q7Z3V4_REVERSED",NA,NA
694.565582275391,"Q7Z3V4","UBE3B","ubiquitin protein ligase E3B [Source:HGNC Symbol;Acc:HGNC:13478]"
511.482391357422,"Q7Z3V5","ZNF571","zinc finger protein 571 [Source:HGNC Symbol;Acc:HGNC:25000]"
559.504211425781,"Q7Z3Y7_REVERSED",NA,NA
601.523315429688,"Q7Z3Y7","KRT28","keratin 28 [Source:HGNC Symbol;Acc:HGNC:30842]"
469.463287353516,"Q7Z3Z4_REVERSED",NA,NA
439.449645996094,"Q7Z401_REVERSED",NA,NA
547.498748779297,"Q7Z401","DENND4A","DENN domain containing 4A [Source:HGNC Symbol;Acc:HGNC:24321]"
889.654296875,"Q7Z402","TMC7","transmembrane channel like 7 [Source:HGNC Symbol;Acc:HGNC:23000]"
541.496032714844,"Q7Z403","TMC6","transmembrane channel like 6 [Source:HGNC Symbol;Acc:HGNC:18021]"
406.435317993164,"Q7Z406_REVERSED",NA,NA
481.469421386719,"Q7Z406","MYH14","myosin heavy chain 14 [Source:HGNC Symbol;Acc:HGNC:23212]"
679.558776855469,"Q7Z407_REVERSED",NA,NA
595.520568847656,"Q7Z407","CSMD3","CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291]"
610.527404785156,"Q7Z408_REVERSED",NA,NA
775.602416992188,"Q7Z408","CSMD2","CUB and Sushi multiple domains 2 [Source:HGNC Symbol;Acc:HGNC:19290]"
439.449645996094,"Q7Z410_REVERSED",NA,NA
457.457824707031,"Q7Z410","TMPRSS9","transmembrane serine protease 9 [Source:HGNC Symbol;Acc:HGNC:30079]"
511.482391357422,"Q7Z418","KCNK18","potassium two pore domain channel subfamily K member 18 [Source:HGNC Symbol;Acc:HGNC:19439]"
823.624237060547,"Q7Z419_REVERSED",NA,NA
853.637878417969,"Q7Z419","RNF144B","ring finger protein 144B [Source:HGNC Symbol;Acc:HGNC:21578]"
751.591491699219,"Q7Z442","PKD1L2","polycystin 1 like 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:21715]"
409.436004638672,"Q7Z443","PKD1L3","polycystin 1 like 3, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:21716]"
847.635192871094,"Q7Z465_REVERSED",NA,NA
847.635192871094,"Q7Z465","BNIPL","BCL2 interacting protein like [Source:HGNC Symbol;Acc:HGNC:16976]"
517.485107421875,"Q7Z4H7_REVERSED",NA,NA
517.485107421875,"Q7Z4H7","HAUS6","HAUS augmin like complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25948]"
625.534240722656,"Q7Z4H8_REVERSED",NA,NA
505.479644775391,"Q7Z4I7","LIMS2","LIM zinc finger domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16084]"
397.433258056641,"Q7Z4K8_REVERSED",NA,NA
403.434631347656,"Q7Z4K8","TRIM46","tripartite motif containing 46 [Source:HGNC Symbol;Acc:HGNC:19019]"
769.599670410156,"Q7Z4L5_REVERSED",NA,NA
703.569702148438,"Q7Z4M0_REVERSED",NA,NA
649.545166015625,"Q7Z4N2_REVERSED",NA,NA
661.550598144531,"Q7Z4N2","TRPM1","transient receptor potential cation channel subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:7146]"
511.482391357422,"Q7Z4N8_REVERSED",NA,NA
607.526062011719,"Q7Z4Q2_REVERSED",NA,NA
823.624267578125,"Q7Z4S6_REVERSED",NA,NA
634.538314819336,"Q7Z4S6","KIF21A","kinesin family member 21A [Source:HGNC Symbol;Acc:HGNC:19349]"
634.538299560547,"Q7Z4V0_REVERSED",NA,NA
793.610595703125,"Q7Z4V0","ZNF438","zinc finger protein 438 [Source:HGNC Symbol;Acc:HGNC:21029]"
643.542404174805,"Q7Z4V5_REVERSED",NA,NA
637.539672851562,"Q7Z4V5","HDGFL2","HDGF like 2 [Source:HGNC Symbol;Acc:HGNC:14680]"
766.598358154297,"Q7Z569_REVERSED",NA,NA
451.455093383789,"Q7Z570_REVERSED",NA,NA
427.444183349609,"Q7Z570","ZNF804A","zinc finger protein 804A [Source:HGNC Symbol;Acc:HGNC:21711]"
775.602416992188,"Q7Z589_REVERSED",NA,NA
727.580627441406,"Q7Z5A4_REVERSED",NA,NA
613.528747558594,"Q7Z5A7_REVERSED",NA,NA
895.656982421875,"Q7Z5A8_REVERSED",NA,NA
553.50146484375,"Q7Z5B4","RIC3","RIC3 acetylcholine receptor chaperone [Source:HGNC Symbol;Acc:HGNC:30338]"
793.610595703125,"Q7Z5J8","ANKAR","ankyrin and armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:26350]"
769.599670410156,"Q7Z5K2_REVERSED",NA,NA
769.599670410156,"Q7Z5K2","WAPL","WAPL cohesin release factor [Source:HGNC Symbol;Acc:HGNC:23293]"
451.455078125,"Q7Z5L2_REVERSED",NA,NA
683.560607910156,"Q7Z5L9_REVERSED",NA,NA
683.560607910156,"Q7Z5L9","IRF2BP2","interferon regulatory factor 2 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21729]"
691.564208984375,"Q7Z5M5","TMC3","transmembrane channel like 3 [Source:HGNC Symbol;Acc:HGNC:22995]"
655.547861735026,"Q7Z5P9_REVERSED",NA,NA
588.517400105794,"Q7Z5P9",NA,NA
715.575134277344,"Q7Z5R6_REVERSED",NA,NA
463.460540771484,"Q7Z5R6","APBB1IP","amyloid beta precursor protein binding family B member 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:17379]"
490.47282409668,"Q7Z614","SNX20","sorting nexin 20 [Source:HGNC Symbol;Acc:HGNC:30390]"
628.535583496094,"Q7Z628_REVERSED",NA,NA
628.535583496094,"Q7Z628","NET1","neuroepithelial cell transforming 1 [Source:HGNC Symbol;Acc:HGNC:14592]"
487.471466064453,"Q7Z698_REVERSED",NA,NA
571.509643554688,"Q7Z699_REVERSED",NA,NA
571.509643554688,"Q7Z699","SPRED1","sprouty related EVH1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20249]"
595.520568847656,"Q7Z6B7_REVERSED",NA,NA
703.569702148438,"Q7Z6E9_REVERSED",NA,NA
565.506958007812,"Q7Z6E9","RBBP6","RB binding protein 6, ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:9889]"
763.596984863281,"Q7Z6I5","SPATA12","spermatogenesis associated 12 [Source:HGNC Symbol;Acc:HGNC:23221]"
766.598327636719,"Q7Z6I6_REVERSED",NA,NA
766.598327636719,"Q7Z6I6","ARHGAP30","Rho GTPase activating protein 30 [Source:HGNC Symbol;Acc:HGNC:27414]"
769.599670410156,"Q7Z6J8_REVERSED",NA,NA
883.651550292969,"Q7Z6J8","UBE3D","ubiquitin protein ligase E3D [Source:HGNC Symbol;Acc:HGNC:21381]"
547.498779296875,"Q7Z6L1_REVERSED",NA,NA
565.506958007812,"Q7Z6L1","TECPR1","tectonin beta-propeller repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:22214]"
565.506958007812,"Q7Z6M1_REVERSED",NA,NA
643.542419433594,"Q7Z6P3_REVERSED",NA,NA
643.542419433594,"Q7Z6P3","RAB44","RAB44, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:21068]"
799.613342285156,"Q7Z6R9","TFAP2D","transcription factor AP-2 delta [Source:HGNC Symbol;Acc:HGNC:15581]"
780.104476928711,"Q7Z6Z7_REVERSED",NA,NA
747.089462280273,"Q7Z6Z7","HUWE1","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]"
895.656982421875,"Q7Z7A1_REVERSED",NA,NA
499.476928710938,"Q7Z7A1","CNTRL","centriolin [Source:HGNC Symbol;Acc:HGNC:1858]"
559.504211425781,"Q7Z7A4_REVERSED",NA,NA
439.449645996094,"Q7Z7B0_REVERSED",NA,NA
601.523315429688,"Q7Z7B8","DEFB128","defensin beta 128 [Source:HGNC Symbol;Acc:HGNC:18106]"
631.536926269531,"Q7Z7C7_REVERSED",NA,NA
631.536926269531,"Q7Z7C7","STRA8","stimulated by retinoic acid 8 [Source:HGNC Symbol;Acc:HGNC:30653]"
565.506958007812,"Q7Z7G8_REVERSED",NA,NA
703.569702148438,"Q7Z7G8","VPS13B","vacuolar protein sorting 13 homolog B [Source:HGNC Symbol;Acc:HGNC:2183]"
727.580627441406,"Q7Z7H5","TMED4","transmembrane p24 trafficking protein 4 [Source:HGNC Symbol;Acc:HGNC:22301]"
483.469645182292,"Q7Z7K2","ZNF467","zinc finger protein 467 [Source:HGNC Symbol;Acc:HGNC:23154]"
607.526062011719,"Q7Z7K6_REVERSED",NA,NA
775.602416992188,"Q7Z7L8_REVERSED",NA,NA
625.534240722656,"Q7Z7L9_REVERSED",NA,NA
625.534240722656,"Q7Z7L9","ZSCAN2","zinc finger and SCAN domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20994]"
865.643371582031,"Q7Z7M0","MEGF8","multiple EGF like domains 8 [Source:HGNC Symbol;Acc:HGNC:3233]"
427.444183349609,"Q7Z7N9_REVERSED",NA,NA
427.444183349609,"Q7Z7N9","TMEM179B","transmembrane protein 179B [Source:HGNC Symbol;Acc:HGNC:33744]"
595.520568847656,"Q86SG4_REVERSED",NA,NA
604.524688720703,"Q86SG6_REVERSED",NA,NA
604.524688720703,"Q86SG6","NEK8","NIMA related kinase 8 [Source:HGNC Symbol;Acc:HGNC:13387]"
